objectid,name,problems,district,group_d,status_num,status_detail,detail,remark,สพน,สคน,กรบ,กรท,เขต,x,y
68,ถนนประชาราษฎร์สาย 1 ช่วงใต้สะพานพระราม 7,น้ำฝน สนน.,บางซื่อ,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,,,,,,1.ก่อสร้างระบบระบายน้ำเพื่อแก้ไขปัญหาน้ำท่วมถนนประชาราษฎร์สาย 1 บริเวณใต้สะพานพระราม 7 #ของบ,,100.5151672,13.81554317
69,ถนนรัชดาภิเษก ช่วงหน้าธนาคารกรุงเทพ,น้ำฝน สนน.,จตุจักร,กรุงเทพเหนือ,4,แก้ไขแล้วเสร็จบางส่วน,,,,1.โครงการปรับปรุงสถานีสูบน้ำคลองน้ำแก้ว #ก่อสร้าง,,,,100.5752411,13.80865097
70,ถนนรัชดาภิเษก ช่วงหน้ามหาวิทยาลัยราชภัฏจันทรเกษม,น้ำฝน สนน.,จตุจักร,กรุงเทพเหนือ,4,แก้ไขแล้วเสร็จบางส่วน,,,,,,1.โครงการก่อสร้างระระบายน้ำถนนรัชดาภิเษก ช่วงบริเวณหน้าธนาคารกรุงเทพ ถึงหน้าศาลอาญารัชดา #ก่อสร้าง,,100.5755692,13.81854534
71,ถนนรัชดาภิเษก ช่วงหน้าศาลอาญา,น้ำฝน สนน.,จตุจักร,กรุงเทพเหนือ,4,แก้ไขแล้วเสร็จบางส่วน,,,,,,"1.ก่อสร้างท่อลอดระบายน้ำถนนรัชดาภิเษกช่วงมหาวิทยาลัยราชภัฏจันทรเกษมถึงหน้าธนาคารกรุงเทพ และปรับปรุงบ่อสูบน้ำถนนรัชดาภิเษก (ขาเข้า) #แล้วเสร็จ,
2.โครงการก่อสร้างบ่อสูบน้ำซอยรัชดาภิเษก 32 (อาภิรมย์) ตอนลงคลองลาดพร้าว #ก่อสร้าง,
3.โครงการก่อสร้างระระบายน้ำถนนรัชดาภิเษก ช่วงบริเวณหน้าธนาคารกรุงเทพ ถึงหน้าศาลอาญารัชดา #ก่อสร้าง",,100.5754013,13.81626511
72,ถนนกำแพงเพชร 2 หน้าหมอชิตใหม่,น้ำฝน สนน.,จตุจักร,กรุงเทพเหนือ,4,แก้ไขแล้วเสร็จบางส่วน,,,,,ก่อสร้างเขื่อนคลองเปรมประชากร ตอนลอดใต้สะพานทางรถไฟ #แล้วเสร็จ,,,100.5488205,13.82354832
73,ถนนเทศบาลสงเคราะห์ ช่วงหน้าตลาดประชานิเวศน์,น้ำฝน สนน.,จตุจักร,กรุงเทพเหนือ,3,อยู่ระหว่างดำเนินการแก้ไข,,,"1.โครงการก่อสร้างอุโมงค์ระบายน้้าคลองเปรมประชากรจากคลองบางบัวลงสู่ แม่น้้าเจ้าพระยา #ก่อสร้าง,
2.โครงการจ้างที่ปรึกษาควบคุมการก่อสร้างโครงการก่อสร้างอุโมงค์ระบายน้้า คลองเปรมประชากรจากคลองบางบัวลงสู่แม่น้้าเจ้าพระยา #ก่อสร้าง",,,,,100.5495605,13.83992195
74,ถนนกำแพงเพชร 3 จากสวนสมเด็จพระนางเจ้าสิริกิติ์ ถึงถนนกำแพงเพชร,น้ำฝน สนน.,จตุจักร,กรุงเทพเหนือ,3,อยู่ระหว่างดำเนินการแก้ไข,,,,,,,,100.5531235,13.80525589
75,ถนนพหลโยธิน บริเวณกรมการขนส่งทางบก,น้ำฝน สนน.,จตุจักร,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,,,,,,,,100.5521622,13.7998848
76,ถนนรัชดาภิเษก จากแยกรัชโยธิน ถึงซอยอาภาภิรมย์,น้ำฝน สนน.,จตุจักร,กรุงเทพเหนือ,4,แก้ไขแล้วเสร็จบางส่วน,,,,,,1.โครงการก่อสร้างระระบายน้ำถนนรัชดาภิเษก ช่วงบริเวณหน้าธนาคารกรุงเทพ ถึงหน้าศาลอาญารัชดา #ก่อสร้าง,,100.5752945,13.81980991
77,ถนนพหลโยธิน หน้ามหาวิทยาลัยเกษตรศาสตร์,น้ำฝน สนน.,จตุจักร,กรุงเทพเหนือ,4,แก้ไขแล้วเสร็จบางส่วน,,,,,,1.ก่อสร้างบ่อสูบน้ำถนนประเสริฐมนูกิจ ตอนลงคลองบางบัว #ของบ,,100.5776596,13.84344578
78,ถนนเสนานิคม 1 จากถนนพหลโยธิน ถึงคลองลาดพร้าว,น้ำฝน สนน.,จตุจักร,กรุงเทพเหนือ,4,แก้ไขแล้วเสร็จบางส่วน,,,,,,,,100.5813217,13.83486938
79,ถนนเจริญกรุง จากแยกถนนตก ถึงวัดราชสิงขร,น้ำฝน สนน.,บางคอแหลม,กรุงเทพใต้,5,แก้ไขแล้วเสร็จ,,,,1.งานปรับปรุงสถานีสูบน้ำคลองสวนหลวง #ของบ,,,,100.5000916,13.69993591
